0.7760513388638518,2016-01-01
0.7615423314223292,2016-01-02
0.7995395785947189,2016-01-03
0.6456571328006092,2016-01-04
0.6353565137672356,2016-01-05
0.6487026759894591,2016-01-06
0.6251665405873799,2016-01-07
0.6824355317408712,2016-01-08
0.7341281831745267,2016-01-09
0.7777949144608507,2016-01-10
0.6659885893477645,2016-01-11
0.6749408504554942,2016-01-12
0.6662220763112249,2016-01-13
0.6428015430423032,2016-01-14
0.7084351437230617,2016-01-15
0.7776821031093852,2016-01-16
0.794036541918278,2016-01-17
0.7610059077453177,2016-01-18
0.6620432369656126,2016-01-19
0.6477874213376473,2016-01-20
0.6278620552544134,2016-01-21
0.6257305065145324,2016-01-22
0.7116022408412422,2016-01-23
0.7477182315850984,2016-01-24
0.6470803338969573,2016-01-25
0.6800444019073296,2016-01-26
0.6763471294282662,2016-01-27
0.6646375696692773,2016-01-28
0.6472465613978253,2016-01-29
0.7147748015051755,2016-01-30
0.7965200581697263,2016-01-31
0.6585014797865814,2016-02-01
0.6466677453952878,2016-02-02
0.6726979637433299,2016-02-03
0.6550170361331239,2016-02-05
0.6983795199799265,2016-02-06
0.7624879740691409,2016-02-07
0.6245048551487945,2016-02-08
0.6699296453029724,2016-02-09
0.6292563857735858,2016-02-10
0.6673994906926045,2016-02-11
0.6602829026102304,2016-02-12
0.6993627678779316,2016-02-13
0.7986344714896866,2016-02-14
0.6895634258007614,2016-02-15
0.6476480059193156,2016-02-16
0.6505970912529129,2016-02-17
0.6300378961633996,2016-02-18
0.6338915631605261,2016-02-19
0.7380348036979499,2016-02-20
0.7742697262747741,2016-02-21
0.6405757580003764,2016-02-22
0.62044669019072,2016-02-23
0.6157519407027344,2016-02-24
0.6417695607079466,2016-02-25
0.6383951169388553,2016-02-26
0.7119649749301984,2016-02-27
0.7241016091918796,2016-02-28
0.6476424412876094,2016-02-29
0.6052574068186952,2016-03-01
0.6618864100526012,2016-03-02
0.6462994763636783,2016-03-03
0.6180781624390873,2016-03-04
0.779265581823551,2016-03-05
0.8338906725293473,2016-03-06
0.6259271521225094,2016-03-07
0.6589116862223826,2016-03-08
0.5175625309939933,2016-03-09
0.5784697119564561,2016-03-10
0.6546107456656657,2016-03-11
0.705113787435534,2016-03-12
0.7066107886272123,2016-03-13
0.6031680300721152,2016-03-14
0.5771095749232926,2016-03-15
0.5509399489772523,2016-03-16
0.5710950865983505,2016-03-17
0.5565334727582986,2016-03-18
0.5862374856099444,2016-03-19
0.6504895570373194,2016-03-20
0.6771345259158228,2016-03-21
0.7318111896276026,2016-03-22
0.6953424029188527,2016-03-23
0.7450698639713229,2016-03-24
0.6799587693435967,2016-03-25
0.7420309258980813,2016-03-26
0.7206150717534406,2016-03-27
0.7261246967330942,2016-03-28
0.6979978868171653,2016-03-29
0.6867787299049457,2016-03-30
0.6967043302209758,2016-03-31
0.6987645496699854,2016-04-01
0.71235363281484,2016-04-02
0.7456013202369902,2016-04-03
0.6611101899963654,2016-04-04
0.7214580786583071,2016-04-05
0.705359177017481,2016-04-06
0.6675321158796705,2016-04-07
0.6810190338481122,2016-04-08
0.7236369467290035,2016-04-09
0.732521465703201,2016-04-10
0.7029035926358115,2016-04-11
0.6920503027953551,2016-04-12
0.712261425053596,2016-04-13
0.6893666060562901,2016-04-14
0.6746709153070397,2016-04-15
0.7152299286556041,2016-04-16
0.7249768231403109,2016-04-17
0.6824230562087662,2016-04-18
0.7352246470639698,2016-04-19
0.6796386669535421,2016-04-20
0.6724337372838095,2016-04-21
0.7315972423224173,2016-04-22
0.712737062156581,2016-04-23
0.7545953276789088,2016-04-24
0.7468614827333857,2016-04-25
0.7102421572527615,2016-04-26
0.6818388896121952,2016-04-27
0.7480709082401594,2016-04-28
0.7106378151668998,2016-04-29
0.6992295864482655,2016-04-30
0.7532583263786481,2016-05-01
0.6822812252512815,2016-05-02
0.7005045394048056,2016-05-03
0.7202167473189859,2016-05-04
0.6979648398862474,2016-05-05
0.7140688489232613,2016-05-06
0.7479247964719582,2016-05-07
0.73052035460525,2016-05-08
0.7074199869243157,2016-05-09
0.7354791811112383,2016-05-10
0.7558090030842757,2016-05-11
0.6892598914212823,2016-05-12
0.7065466593356854,2016-05-13
0.7481258734828684,2016-05-14
0.7525094669619441,2016-05-15
0.735270448071152,2016-05-16
0.6863955183663734,2016-05-17
0.6824223668675187,2016-05-18
0.6970496613375947,2016-05-19
0.6775948258278541,2016-05-20
0.7726999846151014,2016-05-21
0.7635261278300127,2016-05-22
0.7275196548696394,2016-05-23
0.6865432002893622,2016-05-24
0.6933230496549936,2016-05-25
0.6876166395584438,2016-05-26
0.7138588404777708,2016-05-27
0.72274306726292,2016-05-28
0.7391859324293353,2016-05-29
0.7526117185211618,2016-05-30
0.6988722615357286,2016-05-31
0.6952497331564551,2016-06-01
0.7405464284729132,2016-06-02
0.6659544729151446,2016-06-03
0.7298680246373958,2016-06-04
0.7503813948324234,2016-06-05
0.6884317836153075,2016-06-06
0.7122350538484882,2016-06-07
0.6548092328192239,2016-06-08
0.7123339324390388,2016-06-09
0.7109323739203836,2016-06-10
0.7280367096969059,2016-06-11
0.6947135701094379,2016-06-12
0.6709095556379211,2016-06-13
0.6907337959732366,2016-06-14
0.7369886365075736,2016-06-15
0.7270924278085776,2016-06-16
0.729410787735829,2016-06-17
