gtfs_route_id,gtfs_route_short_name,gtfs_route_long_name,gtfs_route_desc,route_category,mode_type,service_date,peak_offpeak_ind,metric_type,otp_numerator,otp_denominator,cancelled_numerator
60,60,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",356.000000000,445.000000000,
62,62,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",71.000000000,154.000000000,
62,62,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",162.000000000,230.000000000,
64,64,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",158.000000000,228.000000000,
64,64,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",38.000000000,79.000000000,
65,65,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",187.000000000,227.000000000,
65,65,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",171.000000000,201.000000000,
66,66,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",325.000000000,453.000000000,
66,66,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",765.000000000,1200.000000000,
67,67,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",43.000000000,69.000000000,
67,67,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",82.000000000,100.000000000,
68,68,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",11.000000000,58.000000000,
68,68,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",14.000000000,32.000000000,
69,69,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",20.000000000,75.000000000,
69,69,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",146.000000000,245.000000000,
70,70,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",378.000000000,582.000000000,
70,70,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",109.000000000,249.000000000,
70A,70A,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",90.000000000,181.000000000,
70A,70A,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",60.000000000,118.000000000,
71,71,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",330.000000000,404.000000000,
71,71,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",659.000000000,887.000000000,
72,72,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",266.000000000,296.000000000,
72,72,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",126.000000000,145.000000000,
73,73,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",365.000000000,505.000000000,
73,73,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",599.000000000,817.000000000,
74,74,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",33.000000000,67.000000000,
74,74,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",171.000000000,212.000000000,
75,75,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",16.000000000,28.000000000,
75,75,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",17.000000000,46.000000000,
76,76,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",95.000000000,130.000000000,
76,76,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",196.000000000,232.000000000,
77,77,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",1081.000000000,1409.000000000,
77,77,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",285.000000000,417.000000000,
78,78,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",179.000000000,344.000000000,
78,78,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",73.000000000,157.000000000,
79,79,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",74.000000000,144.000000000,
79,79,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",180.000000000,214.000000000,
80,80,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",55.000000000,169.000000000,
80,80,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",264.000000000,349.000000000,
83,83,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",174.000000000,286.000000000,
83,83,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",31.000000000,115.000000000,
84,84,,"Limited Service","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",72.000000000,89.000000000,
84,84,,"Limited Service","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",11.000000000,15.000000000,
85,85,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",39.000000000,64.000000000,
85,85,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",15.000000000,26.000000000,
86,86,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",126.000000000,247.000000000,
86,86,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",278.000000000,502.000000000,
87,87,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",309.000000000,465.000000000,
87,87,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",54.000000000,180.000000000,
88,88,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",114.000000000,172.000000000,
88,88,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",375.000000000,497.000000000,
89,89,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",202.000000000,304.000000000,
89,89,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",96.000000000,198.000000000,
90,90,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",69.000000000,123.000000000,
90,90,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",34.000000000,57.000000000,
91,91,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",20.000000000,60.000000000,
91,91,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",128.000000000,242.000000000,
92,92,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",156.000000000,214.000000000,
92,92,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",58.000000000,132.000000000,
93,93,,"Local Bus","Other Bus",Bus,2015-10-01,PEAK,"Headway / Schedule Adherence",162.000000000,234.000000000,
93,93,,"Local Bus","Other Bus",Bus,2015-10-01,OFF_PEAK,"Headway / Schedule Adherence",233.000000000,360.000000000,
