y,ds
0.9636775615120304,2016-01-01
0.8813471692703735,2016-01-04
0.9219691318904257,2016-01-05
0.9075465793984365,2016-01-06
0.9554988246266141,2016-01-07
0.9171300894397912,2016-01-08
0.8873530104538544,2016-01-11
0.9360740738158537,2016-01-12
0.8931464878552534,2016-01-13
0.9255673742737642,2016-01-14
0.9287622547848742,2016-01-15
0.924457571468043,2016-01-18
0.8992322339745062,2016-01-19
0.879954417794152,2016-01-20
0.8808218991390006,2016-01-21
0.8915482908666696,2016-01-22
0.9180211164197116,2016-01-25
0.919841319050175,2016-01-26
0.9369903027114925,2016-01-27
0.9479898910022401,2016-01-28
0.9033937920709653,2016-01-29
0.9354300121837072,2016-02-01
0.8843422304818767,2016-02-02
0.8853722275634072,2016-02-03
0.8748599538920672,2016-02-05
0.907468997335212,2016-02-08
0.9161920919656037,2016-02-09
0.9093913623556972,2016-02-10
0.9125401533885089,2016-02-11
0.9293273271996394,2016-02-12
0.9360815679049995,2016-02-15
0.8895089461291308,2016-02-16
0.9593986777323321,2016-02-17
0.9525397156115105,2016-02-18
0.9441235579291223,2016-02-19
0.946796132262515,2016-02-22
0.9000576269198911,2016-02-23
0.9173052972761906,2016-02-24
0.8879309115596329,2016-02-25
0.9274355669728306,2016-02-26
0.9323272172988255,2016-02-29
0.9057896836939817,2016-03-01
0.9196358098530638,2016-03-02
0.9036121279359599,2016-03-03
0.9264515911702967,2016-03-04
0.9156276235712911,2016-03-07
0.9023060861310069,2016-03-08
0.7970692958347486,2016-03-09
0.8184691370633972,2016-03-10
0.9410678242093706,2016-03-11
0.8139218604481747,2016-03-14
0.8116792234778724,2016-03-15
0.8092536148526925,2016-03-16
0.8386782713920465,2016-03-17
0.7913675550968569,2016-03-18
0.9341579694388621,2016-03-21
0.9444600622653281,2016-03-22
0.9366207820049998,2016-03-23
0.9264123392547234,2016-03-24
0.9357639868698825,2016-03-25
0.9174868064801853,2016-03-28
0.9397553957403069,2016-03-29
0.919445623832236,2016-03-30
0.9059122765479003,2016-03-31
0.9569883296981223,2016-04-01
0.9177138424024356,2016-04-04
0.93107726168202,2016-04-05
0.9272551394182605,2016-04-06
0.8286449629621168,2016-04-07
0.9269537529315464,2016-04-08
0.9394805699270731,2016-04-11
0.8520934507822837,2016-04-12
0.9563005390399661,2016-04-13
0.9439262686081119,2016-04-14
0.8982648759531675,2016-04-15
0.9562430112935517,2016-04-18
0.9439938048780077,2016-04-19
0.9082044373009049,2016-04-20
0.94495103773252,2016-04-21
0.9510062446991443,2016-04-22
0.9009472760947981,2016-04-25
0.9326661003852769,2016-04-26
0.9235165583517078,2016-04-27
0.9150251429404745,2016-04-28
0.8725178017280961,2016-04-29
0.9133999038759602,2016-05-02
0.9086551481719596,2016-05-03
0.9056535247476514,2016-05-04
0.9194596243292504,2016-05-05
0.924336016380325,2016-05-06
0.9384022704934986,2016-05-09
0.9590228638200515,2016-05-10
0.9301126411345217,2016-05-11
0.9148856461569516,2016-05-12
0.9171588694183568,2016-05-13
0.9307266605294755,2016-05-16
0.9322178228133938,2016-05-17
0.930785431426119,2016-05-18
0.9207158968268947,2016-05-19
0.9424591191123136,2016-05-20
0.949071879468914,2016-05-23
0.9310763443523631,2016-05-24
0.916005146297435,2016-05-25
0.924464955915973,2016-05-26
0.9656545649700912,2016-05-27
0.9908820525534204,2016-05-30
0.9046500806452674,2016-05-31
0.9395696615635745,2016-06-01
0.9575611885975208,2016-06-02
0.9154364236279127,2016-06-03
0.9169809989301169,2016-06-06
0.9613112824113669,2016-06-07
0.9348288655524122,2016-06-08
0.9476758522415913,2016-06-09
0.948821867533784,2016-06-10
0.9403361471243348,2016-06-13
0.951889041432213,2016-06-14
0.9397092492251979,2016-06-15
0.9370103259040465,2016-06-16
0.9276277186412014,2016-06-17
0.971144132152703,2016-06-20
0.885417659645428,2016-06-21
0.9551178501276567,2016-06-22
0.9485290312917769,2016-06-23
0.9254148575319654,2016-06-24
0.9303170245037155,2016-06-27
0.9298629637931601,2016-06-28
0.9118764317707871,2016-06-29
0.951402814602449,2016-06-30
0.9600015895786665,2016-07-01
0.9710404564133546,2016-07-04
0.922821109866003,2016-07-05
0.9267594643267396,2016-07-06
0.9706717631234622,2016-07-07
0.9506316803876855,2016-07-08
0.9340511364817093,2016-07-11
0.925078679673624,2016-07-12
0.942027163265085,2016-07-13
0.9249153124863176,2016-07-14
0.926401159168549,2016-07-15
0.9325711093807215,2016-07-18
0.9015649442167379,2016-07-19
0.9617326199047168,2016-07-20
0.9404408937626078,2016-07-21
0.9233085728168696,2016-07-22
0.9164052740375064,2016-07-25
0.9330124661970062,2016-07-26
0.944217195839458,2016-07-27
0.9046872274570571,2016-07-28
0.9520871028137753,2016-07-29
0.9110078943524931,2016-08-01
0.9239028064309821,2016-08-02
0.9142434056057935,2016-08-03
0.9316702462117431,2016-08-04
0.9514397868781909,2016-08-05
0.9300310960280173,2016-08-08
0.9440786741333156,2016-08-09
0.949320117375648,2016-08-10
0.8740036365459375,2016-08-11
0.9130389238847285,2016-08-12
0.9334158541940109,2016-08-15
0.9203064328293304,2016-08-16
0.9294785124872801,2016-08-17
0.8954673849337603,2016-08-18
0.9126108268302865,2016-08-19
0.9506369984392754,2016-08-22
0.9354636731631668,2016-08-23
0.9572754802587025,2016-08-24
0.9412884263392638,2016-08-25
0.9652246207518829,2016-08-26
0.9075362956443904,2016-08-29
0.9420756505383198,2016-08-30
0.9362837513354748,2016-08-31
0.9445734639467483,2016-09-01
0.909790261912746,2016-09-02
0.960945292464453,2016-09-05
0.8944333796202836,2016-09-06
0.9255739942623423,2016-09-07
0.8934836696806899,2016-09-08
0.9244892150175038,2016-09-09
0.8765312457747614,2016-09-12
0.9271949066370594,2016-09-13
0.9280330060481548,2016-09-14
0.9486333124717041,2016-09-15
0.9098002684333116,2016-09-19
0.9396795077662521,2016-09-20
0.9135048025082676,2016-09-21
0.9361105839405501,2016-09-22
0.9162959150969103,2016-09-23
0.8957974211146434,2016-09-26
0.9202921642997152,2016-09-27
0.9074313583810787,2016-09-28
0.9241255498734987,2016-09-29
0.9082106754202894,2016-09-30
0.935339325946679,2016-10-03
0.9188092031856717,2016-10-04
0.9563276528562213,2016-10-05
0.8896745865172566,2016-10-06
0.918279170481938,2016-10-07
0.9409132278610688,2016-10-10
0.9465622586727652,2016-10-11
0.8912887152612604,2016-10-12
0.9196331166618077,2016-10-13
0.9416705526666305,2016-10-14
0.9423410130627674,2016-10-17
0.888839536325609,2016-10-18
0.9252458293856894,2016-10-19
0.9371894330312214,2016-10-20
0.9401731329652141,2016-10-21
0.9297412106734011,2016-10-24
0.8958551761740098,2016-10-25
0.9523484798991987,2016-10-26
0.9001546748199079,2016-10-27
0.8731645303930358,2016-10-28
0.8952289582445417,2016-10-31
0.9123254115275192,2016-11-01
0.9420467326771327,2016-11-02
0.9634273543690498,2016-11-03
0.9211248603818758,2016-11-04
0.8684980998880631,2016-11-07
0.9612966516893413,2016-11-08
0.9012722095293375,2016-11-09
0.9058509902059351,2016-11-10
0.9129648816965932,2016-11-11
0.9051461927090318,2016-11-14
0.9288926402880863,2016-11-15
0.9417769908607457,2016-11-16
0.9192334349882338,2016-11-17
0.9379426874177411,2016-11-18
0.9469083061855887,2016-11-21
0.8429638306265563,2016-11-22
0.9481528717292188,2016-11-23
0.9601409899316147,2016-11-24
0.9515519511855743,2016-11-25
0.9149117778266597,2016-11-28
0.9060583148058319,2016-11-29
0.9332857932362429,2016-11-30
0.9282019614354172,2016-12-01
0.9626246708179881,2016-12-02
0.8994966824087228,2016-12-05
0.9275067591082853,2016-12-06
0.9155735049596232,2016-12-07
0.9103984334645527,2016-12-08
0.961197882680583,2016-12-09
0.9238365998006803,2016-12-12
0.8984230959792808,2016-12-13
0.9579508611422695,2016-12-14
0.8695442240831808,2016-12-15
0.8761711205675244,2016-12-16
0.897202441654639,2016-12-19
0.9494469060380518,2016-12-20
0.9313405331329754,2016-12-21
0.9204383458545211,2016-12-22
0.9637456062400227,2016-12-23
0.911576868062754,2016-12-26
0.9528233592735846,2016-12-27
0.9565207794898892,2016-12-28
0.9642737899827724,2016-12-29
0.9514073625566337,2016-12-30
0.9842334620964613,2017-01-02
0.8857384080434438,2017-01-03
0.976814152066993,2017-01-04
0.9437189748591479,2017-01-05
0.9254111650533784,2017-01-06
0.899070641637948,2017-01-09
0.9482480403222949,2017-01-10
0.9394621547233815,2017-01-11
0.9375568842089858,2017-01-12
0.9555215499897647,2017-01-13
0.9808473470271285,2017-01-16
0.9626590225141393,2017-01-17
0.9590267723925446,2017-01-18
0.9622649420006443,2017-01-19
