,ds,trend,cap,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
15,2016-01-22,0.9178296879909544,1,0.8805586695894352,0.9656082988847231,0.9178296879909544,0.9178296879909544,0.004906023552979129,0.004906023552979129,0.004906023552979129,-0.005088448955373927,-0.005088448955373927,-0.005088448955373927,0.009994472508353057,0.009994472508353057,0.009994472508353057,0.0,0.0,0.0,0.9227357115439335
16,2016-01-25,0.918055769459493,1,0.8824337199535219,0.9653617436307357,0.918055769459493,0.918055769459493,0.00754994018276175,0.00754994018276175,0.00754994018276175,-0.003562776223527695,-0.003562776223527695,-0.003562776223527695,0.011112716406289443,0.011112716406289443,0.011112716406289443,0.0,0.0,0.0,0.9256057096422547
17,2016-01-26,0.9181311299490057,1,0.8885903366744986,0.9671830751831239,0.9181311299490057,0.9181311299490057,0.00870616068203016,0.00870616068203016,0.00870616068203016,-0.002405704571780209,-0.002405704571780209,-0.002405704571780209,0.011111865253810369,0.011111865253810369,0.011111865253810369,0.0,0.0,0.0,0.9268372906310358
18,2016-01-27,0.9182064904385187,1,0.8836089610768859,0.9707906640269885,0.9182064904385187,0.9182064904385187,0.011035886091674453,0.011035886091674453,0.011035886091674453,9.012776293468659e-05,9.012776293468659e-05,9.012776293468659e-05,0.010945758328739766,0.010945758328739766,0.010945758328739766,0.0,0.0,0.0,0.9292423765301931
19,2016-01-28,0.9182818509280314,1,0.8838826994265492,0.9645670871387771,0.9182818509280314,0.9182818509280314,0.006593402235370117,0.006593402235370117,0.006593402235370117,-0.00403905464422302,-0.00403905464422302,-0.00403905464422302,0.010632456879593136,0.010632456879593136,0.010632456879593136,0.0,0.0,0.0,0.9248752531634015
20,2016-01-29,0.9183572114175442,1,0.8796441933347152,0.9636095366652406,0.9183572114175442,0.9183572114175442,0.005104230427568436,0.005104230427568436,0.005104230427568436,-0.005088448955370654,-0.005088448955370654,-0.005088448955370654,0.010192679382939092,0.010192679382939092,0.010192679382939092,0.0,0.0,0.0,0.9234614418451127
21,2016-02-01,0.9185832928860826,1,0.8834966474182339,0.9663449410604005,0.9185832928860826,0.9185832928860826,0.004785159670789776,0.004785159670789776,0.004785159670789776,-0.0035627762235291333,-0.0035627762235291333,-0.0035627762235291333,0.00834793589431891,0.00834793589431891,0.00834793589431891,0.0,0.0,0.0,0.9233684525568724
22,2016-02-02,0.9186586533755956,1,0.8858241167597004,0.9673640098028876,0.9186586533755956,0.9186586533755956,0.005233920656432971,0.005233920656432971,0.005233920656432971,-0.002405704571771621,-0.002405704571771621,-0.002405704571771621,0.007639625228204592,0.007639625228204592,0.007639625228204592,0.0,0.0,0.0,0.9238925740320286
23,2016-02-03,0.9187340138651083,1,0.8834703509377471,0.9646232943009359,0.9187340138651083,0.9187340138651083,0.007015132200386413,0.007015132200386413,0.007015132200386413,9.012776293459171e-05,9.012776293459171e-05,9.012776293459171e-05,0.006925004437451821,0.006925004437451821,0.006925004437451821,0.0,0.0,0.0,0.9257491460654947
24,2016-02-05,0.9188847348441339,1,0.8784880202230119,0.9616409324728988,0.9188847348441339,0.9188847348441339,0.0004764883969388382,0.0004764883969388382,0.0004764883969388382,-0.005088448955398359,-0.005088448955398359,-0.005088448955398359,0.005564937352337197,0.005564937352337197,0.005564937352337197,0.0,0.0,0.0,0.9193612232410727
25,2016-02-08,0.9191108163126724,1,0.8778229407778921,0.957888861079578,0.9191108163126724,0.9191108163126724,0.00040220149605517955,0.00040220149605517955,0.00040220149605517955,-0.0035627762235410443,-0.0035627762235410443,-0.0035627762235410443,0.0039649777195962235,0.0039649777195962235,0.0039649777195962235,0.0,0.0,0.0,0.9195130178087276
26,2016-02-09,0.9191861768021853,1,0.87739893590742,0.9637341014663292,0.9191861768021853,0.9191861768021853,0.001192900930328932,0.001192900930328932,0.001192900930328932,-0.0024057045717699615,-0.0024057045717699615,-0.0024057045717699615,0.003598605502098894,0.003598605502098894,0.003598605502098894,0.0,0.0,0.0,0.9203790777325143
27,2016-02-10,0.9192615372916981,1,0.8830238715358228,0.9638487330684027,0.9192615372916981,0.9192615372916981,0.0034161287402833494,0.0034161287402833494,0.0034161287402833494,9.012776293488659e-05,9.012776293488659e-05,9.012776293488659e-05,0.0033260009773484643,0.0033260009773484643,0.0033260009773484643,0.0,0.0,0.0,0.9226776660319814
28,2016-02-11,0.919336897781211,1,0.8754201415102706,0.9579725712135001,0.919336897781211,0.919336897781211,-0.0008913418050841482,-0.0008913418050841482,-0.0008913418050841482,-0.004039054644220132,-0.004039054644220132,-0.004039054644220132,0.0031477128391359838,0.0031477128391359838,0.0031477128391359838,0.0,0.0,0.0,0.9184455559761269
29,2016-02-12,0.9194122582707237,1,0.877863523992804,0.956545266759921,0.9194122582707237,0.9194122582707237,-0.0020278509836142997,-0.0020278509836142997,-0.0020278509836142997,-0.0050884489553950875,-0.0050884489553950875,-0.0050884489553950875,0.0030605979717807878,0.0030605979717807878,0.0030605979717807878,0.0,0.0,0.0,0.9173844072871093
30,2016-02-15,0.9196383397392623,1,0.8762394170728613,0.9580141157676514,0.9196383397392623,0.9196383397392623,-0.00029863402910724573,-0.00029863402910724573,-0.00029863402910724573,-0.0035627762235424815,-0.0035627762235424815,-0.0035627762235424815,0.003264142194435236,0.003264142194435236,0.003264142194435236,0.0,0.0,0.0,0.9193397057101551
31,2016-02-16,0.9197137002722388,1,0.8807458819231081,0.9682394376136373,0.9197137002722388,0.9197137002722388,0.0010394075483090453,0.0010394075483090453,0.0010394075483090453,-0.0024057045717767755,-0.0024057045717767755,-0.0024057045717767755,0.0034451121200858204,0.0034451121200858204,0.0034451121200858204,0.0,0.0,0.0,0.9207531078205478
32,2016-02-17,0.9197890608052153,1,0.8831414515959924,0.9663071940041164,0.9197890608052153,0.9197890608052153,0.003746226797136451,0.003746226797136451,0.003746226797136451,9.012776293479169e-05,9.012776293479169e-05,9.012776293479169e-05,0.0036560990342016596,0.0036560990342016596,0.0036560990342016596,0.0,0.0,0.0,0.9235352876023517
33,2016-02-18,0.9198644213381918,1,0.878556358066427,0.9600392809733205,0.9198644213381918,0.9198644213381918,-0.00016011087609985682,-0.00016011087609985682,-0.00016011087609985682,-0.004039054644223686,-0.004039054644223686,-0.004039054644223686,0.0038789437681238286,0.0038789437681238286,0.0038789437681238286,0.0,0.0,0.0,0.9197043104620919
34,2016-02-19,0.9199397818711683,1,0.8800449794988172,0.9620393463968371,0.9199397818711683,0.9199397818711683,-0.000993609652205159,-0.000993609652205159,-0.000993609652205159,-0.005088448955383852,-0.005088448955383852,-0.005088448955383852,0.004094839303178692,0.004094839303178692,0.004094839303178692,0.0,0.0,0.0,0.9189461722189631
35,2016-02-22,0.9201658634700979,1,0.8791252066988811,0.9617125788083662,0.9201658634700979,0.9201658634700979,0.0009533996246299613,0.0009533996246299613,0.0009533996246299613,-0.003562776223518964,-0.003562776223518964,-0.003562776223518964,0.004516175848148925,0.004516175848148925,0.004516175848148925,0.0,0.0,0.0,0.9211192630947278
36,2016-02-23,0.9202412240030744,1,0.8821291995915986,0.9640433063695566,0.9202412240030744,0.9202412240030744,0.0021193041753281966,0.0021193041753281966,0.0021193041753281966,-0.0024057045717716524,-0.0024057045717716524,-0.0024057045717716524,0.004525008747099848,0.004525008747099848,0.004525008747099848,0.0,0.0,0.0,0.9223605281784026
37,2016-02-24,0.9203165845360509,1,0.8856636300554798,0.9665217263821183,0.9203165845360509,0.9203165845360509,0.004534733076419032,0.004534733076419032,0.004534733076419032,9.01277629336894e-05,9.01277629336894e-05,9.01277629336894e-05,0.004444605313485343,0.004444605313485343,0.004444605313485343,0.0,0.0,0.0,0.92485131761247
38,2016-02-25,0.9203919450690273,1,0.8811577925487136,0.9610483500554875,0.9203919450690273,0.9203919450690273,0.00022565885493730728,0.00022565885493730728,0.00022565885493730728,-0.004039054644230542,-0.004039054644230542,-0.004039054644230542,0.004264713499167849,0.004264713499167849,0.004264713499167849,0.0,0.0,0.0,0.9206176039239646
39,2016-02-26,0.920467305602004,1,0.8750545414596115,0.961593292677103,0.920467305602004,0.920467305602004,-0.0011102928249291967,-0.0011102928249291967,-0.0011102928249291967,-0.005088448955398058,-0.005088448955398058,-0.005088448955398058,0.0039781561304688615,0.0039781561304688615,0.0039781561304688615,0.0,0.0,0.0,0.9193570127770747
40,2016-02-29,0.9206933872009335,1,0.8811429154184715,0.9598614282816224,0.9206933872009335,0.9206933872009335,-0.001105058896268359,-0.001105058896268359,-0.001105058896268359,-0.0035627762235204007,-0.0035627762235204007,-0.0035627762235204007,0.0024577173272520418,0.0024577173272520418,0.0024577173272520418,0.0,0.0,0.0,0.9195883283046652
41,2016-03-01,0.9207687477339099,1,0.8795614508146276,0.9601851382689924,0.9207687477339099,0.9207687477339099,-0.0006643011856492239,-0.0006643011856492239,-0.0006643011856492239,-0.002405704571766528,-0.002405704571766528,-0.002405704571766528,0.0017414033861173042,0.0017414033861173042,0.0017414033861173042,0.0,0.0,0.0,0.9201044465482607
42,2016-03-02,0.9208441082668865,1,0.8799114128811459,0.963338206009677,0.9208441082668865,0.9208441082668865,0.001024537751030234,0.001024537751030234,0.001024537751030234,9.012776293359376e-05,9.012776293359376e-05,9.012776293359376e-05,0.00093440998809664,0.00093440998809664,0.00093440998809664,0.0,0.0,0.0,0.9218686460179167
43,2016-03-03,0.9209194687998631,1,0.872310691767579,0.9565394405165053,0.9209194687998631,0.9209194687998631,-0.0039890315585168114,-0.0039890315585168114,-0.0039890315585168114,-0.0040390546442075,-0.0040390546442075,-0.0040390546442075,5.002308569068877e-05,5.002308569068877e-05,5.002308569068877e-05,0.0,0.0,0.0,0.9169304372413463
44,2016-03-04,0.9209948293328396,1,0.8737480457648937,0.9556814692994818,0.9209948293328396,0.9209948293328396,-0.005984117764470245,-0.005984117764470245,-0.005984117764470245,-0.005088448955390804,-0.005088448955390804,-0.005088448955390804,-0.0008956688090794403,-0.0008956688090794403,-0.0008956688090794403,0.0,0.0,0.0,0.9150107115683693
45,2016-03-07,0.921220910931769,1,0.8757316566645508,0.9572034972272581,0.921220910931769,0.921220910931769,-0.0074696454635608525,-0.0074696454635608525,-0.0074696454635608525,-0.003562776223532312,-0.003562776223532312,-0.003562776223532312,-0.00390686924002854,-0.00390686924002854,-0.00390686924002854,0.0,0.0,0.0,0.9137512654682082
46,2016-03-08,0.9212962714647456,1,0.8716811707768252,0.9552190122771846,0.9212962714647456,0.9212962714647456,-0.007302481173646532,-0.007302481173646532,-0.007302481173646532,-0.0024057045717768063,-0.0024057045717768063,-0.0024057045717768063,-0.004896776601869725,-0.004896776601869725,-0.004896776601869725,0.0,0.0,0.0,0.9139937902910991
47,2016-03-09,0.9213716319977222,1,0.8760375991622199,0.9598751870540339,0.9213716319977222,0.9213716319977222,-0.00575207296832244,-0.00575207296832244,-0.00575207296832244,9.012776293388862e-05,9.012776293388862e-05,9.012776293388862e-05,-0.00584220073125633,-0.00584220073125633,-0.00584220073125633,0.0,0.0,0.0,0.9156195590293997
48,2016-03-10,0.9214469925306986,1,0.8718855928572028,0.951134315821538,0.9214469925306986,0.9214469925306986,-0.010759936686376674,-0.010759936686376674,-0.010759936686376674,-0.004039054644211053,-0.004039054644211053,-0.004039054644211053,-0.006720882042165623,-0.006720882042165623,-0.006720882042165623,0.0,0.0,0.0,0.910687055844322
49,2016-03-11,0.9215223530636751,1,0.8657196043881271,0.9476100401348935,0.9215223530636751,0.9215223530636751,-0.012600037580723658,-0.012600037580723658,-0.012600037580723658,-0.005088448955383551,-0.005088448955383551,-0.005088448955383551,-0.007511588625340106,-0.007511588625340106,-0.007511588625340106,0.0,0.0,0.0,0.9089223154829514
50,2016-03-14,0.9217484346626047,1,0.8660660567706523,0.9504876595420609,0.9217484346626047,0.9217484346626047,-0.012733332613705047,-0.012733332613705047,-0.012733332613705047,-0.0035627762235186534,-0.0035627762235186534,-0.0035627762235186534,-0.009170556390186393,-0.009170556390186393,-0.009170556390186393,0.0,0.0,0.0,0.9090151020488997
51,2016-03-15,0.9218237951955812,1,0.8697738362788691,0.9488111519642466,0.9218237951955812,0.9218237951955812,-0.011842146996606436,-0.011842146996606436,-0.011842146996606436,-0.002405704571768218,-0.002405704571768218,-0.002405704571768218,-0.009436442424838216,-0.009436442424838216,-0.009436442424838216,0.0,0.0,0.0,0.9099816481989748
52,2016-03-16,0.9218991557285577,1,0.8688700808222815,0.9528932653048848,0.9218991557285577,0.9218991557285577,-0.009451511999252024,-0.009451511999252024,-0.009451511999252024,9.012776293379288e-05,9.012776293379288e-05,9.012776293379288e-05,-0.009541639762185819,-0.009541639762185819,-0.009541639762185819,0.0,0.0,0.0,0.9124476437293058
53,2016-03-17,0.9219745162615343,1,0.8637673660051982,0.947001581607854,0.9219745162615343,0.9219745162615343,-0.013520041332236476,-0.013520041332236476,-0.013520041332236476,-0.004039054644216259,-0.004039054644216259,-0.004039054644216259,-0.009480986688020217,-0.009480986688020217,-0.009480986688020217,0.0,0.0,0.0,0.9084544749292978
54,2016-03-18,0.9220498767945108,1,0.8657006670346636,0.9485355963605446,0.9220498767945108,0.9220498767945108,-0.01434140299738604,-0.01434140299738604,-0.01434140299738604,-0.005088448955376298,-0.005088448955376298,-0.005088448955376298,-0.009252954042009744,-0.009252954042009744,-0.009252954042009744,0.0,0.0,0.0,0.9077084737971247
55,2016-03-21,0.9222759583934403,1,0.8696700137954092,0.9520262514364206,0.9222759583934403,0.9222759583934403,-0.011166412966866582,-0.011166412966866582,-0.011166412966866582,-0.0035627762235200897,-0.0035627762235200897,-0.0035627762235200897,-0.007603636743346491,-0.007603636743346491,-0.007603636743346491,0.0,0.0,0.0,0.9111095454265737
56,2016-03-22,0.9223513189264169,1,0.8729150435761266,0.9544300772753304,0.9223513189264169,0.9223513189264169,-0.009168018039314165,-0.009168018039314165,-0.009168018039314165,-0.0024057045717665593,-0.0024057045717665593,-0.0024057045717665593,-0.006762313467547605,-0.006762313467547605,-0.006762313467547605,0.0,0.0,0.0,0.9131833008871026
57,2016-03-23,0.9224266794593934,1,0.8755769264831473,0.9556704358097161,0.9224266794593934,0.9224266794593934,-0.005707871854442064,-0.005707871854442064,-0.005707871854442064,9.012776293269144e-05,9.012776293269144e-05,9.012776293269144e-05,-0.005797999617374756,-0.005797999617374756,-0.005797999617374756,0.0,0.0,0.0,0.9167188076049513
58,2016-03-24,0.9225020399923698,1,0.8760917458174584,0.9530556524548284,0.9225020399923698,0.9225020399923698,-0.008767274775486037,-0.008767274775486037,-0.008767274775486037,-0.004039054644208166,-0.004039054644208166,-0.004039054644208166,-0.004728220131277872,-0.004728220131277872,-0.004728220131277872,0.0,0.0,0.0,0.9137347652168838
59,2016-03-25,0.9225774005253463,1,0.8688308455289679,0.9545070709223082,0.9225774005253463,0.9225774005253463,-0.008660888407311506,-0.008660888407311506,-0.008660888407311506,-0.0050884489553905034,-0.0050884489553905034,-0.0050884489553905034,-0.0035724394519210017,-0.0035724394519210017,-0.0035724394519210017,0.0,0.0,0.0,0.9139165121180348
60,2016-03-28,0.922803482124276,1,0.8798649158735599,0.962459752433875,0.922803482124276,0.922803482124276,-0.003364585725185545,-0.003364585725185545,-0.003364585725185545,-0.003562776223532002,-0.003562776223532002,-0.003562776223532002,0.00019819049834645674,0.00019819049834645674,0.00019819049834645674,0.0,0.0,0.0,0.9194388963990905
61,2016-03-29,0.9228788426572524,1,0.8803794722858727,0.958897014539403,0.9228788426572524,0.9228788426572524,-0.0009226031459661891,-0.0009226031459661891,-0.0009226031459661891,-0.0024057045717614353,-0.0024057045717614353,-0.0024057045717614353,0.0014831014257952468,0.0014831014257952468,0.0014831014257952468,0.0,0.0,0.0,0.9219562395112862
62,2016-03-30,0.9229887280212934,1,0.8856947284816635,0.968265297803432,0.9229887280212934,0.9229887280212934,0.002836487075487574,0.002836487075487574,0.002836487075487574,9.012776293399276e-05,9.012776293399276e-05,9.012776293399276e-05,0.0027463593125535814,0.0027463593125535814,0.0027463593125535814,0.0,0.0,0.0,0.925825215096781
63,2016-03-31,0.9230986133853342,1,0.882095062271386,0.9643796371179056,0.923098613385334,0.923098613385334,-7.086736062498236e-05,-7.086736062498236e-05,-7.086736062498236e-05,-0.004039054644213371,-0.004039054644213371,-0.004039054644213371,0.003968187283588388,0.003968187283588388,0.003968187283588388,0.0,0.0,0.0,0.9230277460247092
64,2016-04-01,0.9232084987493749,1,0.8818546350557693,0.9626947911120262,0.9232084987493749,0.9232084987493749,4.211082702628405e-05,4.211082702628405e-05,4.211082702628405e-05,-0.005088448955379267,-0.005088448955379267,-0.005088448955379267,0.005130559782405551,0.005130559782405551,0.005130559782405551,0.0,0.0,0.0,0.9232506095764013
65,2016-04-04,0.9235381548414976,1,0.8866667120720502,0.9701595868673796,0.9235381548414976,0.9235381548414976,0.0045521626756948015,0.0045521626756948015,0.0045521626756948015,-0.0035627762235183424,-0.0035627762235183424,-0.0035627762235183424,0.008114938899213144,0.008114938899213144,0.008114938899213144,0.0,0.0,0.0,0.9280903175171924
66,2016-04-05,0.9236480402055384,1,0.8912451156833626,0.9705203846489204,0.9236480402055385,0.9236480402055385,0.0065011672520029935,0.0065011672520029935,0.0065011672520029935,-0.002405704571771714,-0.002405704571771714,-0.002405704571771714,0.008906871823774707,0.008906871823774707,0.008906871823774707,0.0,0.0,0.0,0.9301492074575414
67,2016-04-06,0.9237579255695794,1,0.8907447513242749,0.9742426408085292,0.9237579255695794,0.9237579255695794,0.009677157844939178,0.009677157844939178,0.009677157844939178,9.012776293529548e-05,9.012776293529548e-05,9.012776293529548e-05,0.009587030082003883,0.009587030082003883,0.009587030082003883,0.0,0.0,0.0,0.9334350834145185
68,2016-04-07,0.9238678109336201,1,0.8914866676699953,0.9690231648548587,0.9238678109336201,0.9238678109336201,0.006114648151095229,0.006114648151095229,0.006114648151095229,-0.004039054644216923,-0.004039054644216923,-0.004039054644216923,0.010153702795312152,0.010153702795312152,0.010153702795312152,0.0,0.0,0.0,0.9299824590847153
69,2016-04-08,0.923977696297661,1,0.890626435415667,0.970925049353142,0.923977696297661,0.923977696297661,0.005519644193148249,0.005519644193148249,0.005519644193148249,-0.005088448955375996,-0.005088448955375996,-0.005088448955375996,0.010608093148524246,0.010608093148524246,0.010608093148524246,0.0,0.0,0.0,0.9294973404908092
70,2016-04-11,0.9243073523897836,1,0.8905304699648632,0.9729184018847825,0.9243073523897836,0.9243073523897836,0.007786449116003665,0.007786449116003665,0.007786449116003665,-0.003562776223525017,-0.003562776223525017,-0.003562776223525017,0.011349225339528682,0.011349225339528682,0.011349225339528682,0.0,0.0,0.0,0.9320938015057872
71,2016-04-12,0.9244172377538243,1,0.8949205301464417,0.9754354171040297,0.9244172377538243,0.9244172377538243,0.009011630453502499,0.009011630453502499,0.009011630453502499,-0.002405704571763125,-0.002405704571763125,-0.002405704571763125,0.011417335025265625,0.011417335025265625,0.011417335025265625,0.0,0.0,0.0,0.9334288682073268
72,2016-04-13,0.9245271231178653,1,0.8956128618465147,0.9802956656893653,0.9245271231178653,0.9245271231178653,0.011504636153533847,0.011504636153533847,0.011504636153533847,9.012776293519889e-05,9.012776293519889e-05,9.012776293519889e-05,0.01141450839059865,0.01141450839059865,0.01141450839059865,0.0,0.0,0.0,0.9360317592713991
73,2016-04-14,0.9246370084819061,1,0.8909040074436068,0.9722914933513476,0.9246370084819061,0.9246370084819061,0.007314526127995242,0.007314526127995242,0.007314526127995242,-0.0040390546442237805,-0.0040390546442237805,-0.0040390546442237805,0.011353580772219023,0.011353580772219023,0.011353580772219023,0.0,0.0,0.0,0.9319515346099013
74,2016-04-15,0.924746893845947,1,0.8895544803995054,0.9735075182277038,0.9247468938459471,0.9247468938459471,0.006159453431268559,0.006159453431268559,0.006159453431268559,-0.0050884489553902025,-0.0050884489553902025,-0.0050884489553902025,0.011247902386658763,0.011247902386658763,0.011247902386658763,0.0,0.0,0.0,0.9309063472772156
75,2016-04-18,0.9250765499380695,1,0.8924973158820055,0.9736034315219637,0.9250765499380695,0.9250765499380695,0.007231320760210431,0.007231320760210431,0.007231320760210431,-0.0035627762235316916,-0.0035627762235316916,-0.0035627762235316916,0.010794096983742124,0.010794096983742124,0.010794096983742124,0.0,0.0,0.0,0.9323078706982799
76,2016-04-19,0.9251864353021103,1,0.8952565183613408,0.9740170769936723,0.9251864353021103,0.9251864353021103,0.008231885827317112,0.008231885827317112,0.008231885827317112,-0.002405704571761467,-0.002405704571761467,-0.002405704571761467,0.01063759039907858,0.01063759039907858,0.01063759039907858,0.0,0.0,0.0,0.9334183211294275
77,2016-04-20,0.9252963206661513,1,0.8979506368168534,0.9797285959003919,0.9252963206661513,0.9252963206661513,0.010585677695376796,0.010585677695376796,0.010585677695376796,9.012776293549473e-05,9.012776293549473e-05,9.012776293549473e-05,0.010495549932441301,0.010495549932441301,0.010495549932441301,0.0,0.0,0.0,0.9358819983615281
78,2016-04-21,0.9254062060301921,1,0.8909800701049553,0.9707557395416377,0.9254062060301921,0.9254062060301921,0.006336675781542185,0.006336675781542185,0.006336675781542185,-0.0040390546442140365,-0.0040390546442140365,-0.0040390546442140365,0.010375730425756222,0.010375730425756222,0.010375730425756222,0.0,0.0,0.0,0.9317428818117343
79,2016-04-22,0.925516091394233,1,0.8893572925788794,0.9695173857482433,0.925516091394233,0.925516091394233,0.005195464058165885,0.005195464058165885,0.005195464058165885,-0.00508844895538295,-0.00508844895538295,-0.00508844895538295,0.010283913013548834,0.010283913013548834,0.010283913013548834,0.0,0.0,0.0,0.9307115554523988
80,2016-04-25,0.9258457474863555,1,0.8883523353360587,0.9727618981842371,0.9258457474863555,0.9258457474863555,0.006639803267806745,0.006639803267806745,0.006639803267806745,-0.003562776223538366,-0.003562776223538366,-0.003562776223538366,0.01020257949134511,0.01020257949134511,0.01020257949134511,0.0,0.0,0.0,0.9324855507541623
81,2016-04-26,0.9259556328503963,1,0.8928364221789918,0.9771865730943461,0.9259556328503963,0.9259556328503963,0.007832617106817508,0.007832617106817508,0.007832617106817508,-0.0024057045717717457,-0.0024057045717717457,-0.0024057045717717457,0.010238321678589252,0.010238321678589252,0.010238321678589252,0.0,0.0,0.0,0.9337882499572138
